Site,Trap,Date,Date_cal,Round,Genus,Species,Sex,correction_10g,Unadjusted_weight,Mass_g,Elytra_length_mm
BRAC 81,0,09-08-2017,221,3,Necrophila,americana,F,0.9772,0.321,0.328,13.13
BONW 129,0,16-06-2017,167,2,Necrophila,americana,F,0.9832,0.323,0.329,12.75
MASS 15,0,23-06-2017,174,2,Necrophila,americana,F,0.9766,0.321,0.329,12.94
BRAC 105,0,27-06-2017,178,2,Necrophila,americana,F,0.9765,0.321,0.329,13.76
BRAC 122,0,27-06-2017,178,2,Necrophila,americana,F,0.9773,0.323,0.331,13.03
PANG 108,0,20-06-2017,171,2,Necrophila,americana,F,0.9847,0.326,0.331,12.01
BRAC 128,0,27-06-2017,178,2,Necrophila,americana,F,0.977,0.324,0.332,13.65
BONW 101,0,14-08-2017,226,3,Necrophila,americana,F,0.9778,0.325,0.332,13.05
PANG 29,0,22-08-2017,234,3,Necrophila,americana,F,0.9808,0.326,0.332,13.77
BRAC 122,0,27-06-2017,178,2,Necrophila,americana,F,0.9773,0.325,0.333,13.82
BRAC 81,0,09-08-2017,221,3,Necrophila,americana,F,0.9772,0.325,0.333,12.31
HUGH 19,0,25-08-2017,237,3,Necrophila,americana,F,0.9741,0.325,0.334,14.06
BRAC 81,0,19-06-2017,170,2,Necrophila,americana,F,0.9797,0.327,0.334,12.65
HUGH 126,0,22-06-2017,173,2,Necrophila,americana,F,0.9732,0.325,0.334,13.86
MASS 117,0,16-08-2017,228,3,Necrophila,americana,F,0.9842,0.329,0.334,13.37
BONW 101,0,14-08-2017,226,3,Necrophila,americana,F,0.9778,0.327,0.334,12.8
PANG 21,0,18-08-2017,230,3,Necrophila,americana,F,0.9745,0.326,0.335,13.15
HUGH 76,0,20-06-2017,171,2,Necrophila,americana,F,0.9769,0.327,0.335,14.08
BRAC 105,0,27-06-2017,178,2,Necrophila,americana,F,0.9765,0.327,0.335,12.92
HUGH 137,0,29-06-2017,180,2,Necrophila,americana,F,0.9769,0.328,0.336,13.62
MASS 139,0,21-06-2017,172,2,Necrophila,americana,F,0.9825,0.331,0.337,13.5
BONW 103,6,18-08-2017,230,3,Necrophila,americana,F,0.9765,0.329,0.337,13.26
BONW 92,0,18-08-2017,230,3,Necrophila,americana,F,0.9818,0.331,0.337,14.08
PANG 108,0,20-06-2017,171,2,Necrophila,americana,F,0.9847,0.332,0.337,12.65
HUGH 116,0,21-06-2017,172,2,Necrophila,americana,F,0.9723,0.328,0.337,12.92
BONW 92,0,18-08-2017,230,3,Necrophila,americana,F,0.9819,0.332,0.338,13.76
HUGH 68,0,22-06-2017,173,2,Necrophila,americana,F,0.9742,0.33,0.339,10.93
BONW 106,0,06-07-2017,187,2,Necrophila,americana,F,0.9802,0.334,0.341,11.24
BONW 94,0,18-08-2017,230,3,Necrophila,americana,F,0.9858,0.336,0.341,12.96
HUGH 133,0,10-08-2017,222,3,Necrophila,americana,F,0.9835,0.336,0.342,13.87
PANG 21,0,18-08-2017,230,3,Necrophila,americana,F,0.9745,0.334,0.343,14.07
MASS 111,0,19-06-2017,170,2,Necrophila,americana,F,0.9784,0.336,0.343,13.63
CAPE 47,0,17-08-2017,229,3,Necrophila,americana,F,0.9776,0.336,0.344,12.22
HUGH 126,0,10-08-2017,222,3,Necrophila,americana,F,0.9767,0.336,0.344,12.88
BRAC 84,0,09-08-2017,221,3,Necrophila,americana,F,0.9756,0.336,0.344,14.12
MASS 9,6,21-06-2017,172,2,Necrophila,americana,F,0.9754,0.336,0.344,12.49
BRAC 87,0,27-06-2017,178,2,Necrophila,americana,F,0.9744,0.336,0.345,12.23
PANG 108,0,20-06-2017,171,2,Necrophila,americana,F,0.9847,0.34,0.345,12.11
HUGH 73,0,12-06-2017,163,2,Necrophila,americana,F,0.9803,0.339,0.346,13.13
BRAC 132,6,24-08-2017,236,3,Necrophila,americana,F,0.9771,0.338,0.346,12.62
PANG 29,6,22-08-2017,234,3,Necrophila,americana,F,0.9769,0.338,0.346,12.95
BONW 92,0,18-08-2017,230,3,Necrophila,americana,F,0.9818,0.34,0.346,13.54
MASS 3,0,23-06-2017,174,2,Necrophila,americana,F,0.9754,0.338,0.347,12.38
CAPE 57,6,17-08-2017,229,3,Necrophila,americana,F,0.9746,0.338,0.347,12.52
BONW 90,0,14-08-2017,226,3,Necrophila,americana,F,0.9774,0.339,0.347,13.33
BONW 96,0,04-08-2017,216,3,Necrophila,americana,F,0.9744,0.338,0.347,13.18
BRAC 81,0,19-06-2017,170,2,Necrophila,americana,F,0.9797,0.34,0.347,13.44
PANG 33,0,21-08-2017,233,3,Necrophila,americana,F,0.9819,0.341,0.347,13.75
MASS 138,0,21-06-2017,172,2,Necrophila,americana,F,0.9797,0.341,0.348,12.68
PANG 108,0,20-06-2017,171,2,Necrophila,americana,F,0.9847,0.343,0.348,12.74
BONW 92,0,18-08-2017,230,3,Necrophila,americana,F,0.9818,0.342,0.348,12.85
BRAC 122,0,27-06-2017,178,2,Necrophila,americana,F,0.9773,0.341,0.349,13.01
MASS 117,0,05-07-2017,186,2,Necrophila,americana,F,0.9773,0.341,0.349,12.58
BRAC 122,0,24-08-2017,236,3,Necrophila,americana,F,0.9771,0.341,0.349,12.4
QUBS 110,0,11-08-2017,223,3,Necrophila,americana,F,0.9822,0.343,0.349,13.02
PANG 108,0,20-06-2017,171,2,Necrophila,americana,F,0.9845,0.344,0.349,10.92
MASS 10,6,09-08-2017,221,3,Necrophila,americana,F,0.977,0.343,0.351,13.49
BONW 89,0,30-06-2017,181,2,Necrophila,americana,F,0.9767,0.343,0.351,12.85
MASS 15,0,23-06-2017,174,2,Necrophila,americana,F,0.9766,0.343,0.351,12.97
MASS 4,6,07-08-2017,219,3,Necrophila,americana,F,0.976,0.344,0.352,13.58
HUGH 73,0,12-06-2017,163,2,Necrophila,americana,F,0.9803,0.346,0.353,13.5
HUGH 69,0,26-06-2017,177,2,Necrophila,americana,F,0.9776,0.346,0.354,13.03
BRAC 132,0,24-08-2017,236,3,Necrophila,americana,F,0.9769,0.346,0.354,13.33
HUGH 126,0,10-08-2017,222,3,Necrophila,americana,F,0.9767,0.346,0.354,13.67
MASS 141,0,23-06-2017,174,2,Necrophila,americana,F,0.9799,0.348,0.355,13.63
MASS 111,0,09-08-2017,221,3,Necrophila,americana,F,0.9839,0.35,0.356,13.24
MASS 15,0,07-08-2017,219,3,Necrophila,americana,F,0.9751,0.347,0.356,13.92
BONW 129,0,16-06-2017,167,2,Necrophila,americana,F,0.9832,0.35,0.356,10.86
MASS 111,0,09-08-2017,221,3,Necrophila,americana,F,0.9839,0.351,0.357,12.98
BONW 89,0,14-08-2017,226,3,Necrophila,americana,F,0.9761,0.349,0.358,13.34
BRAC 128,0,27-06-2017,178,2,Necrophila,americana,F,0.977,0.35,0.358,12.91
BONW 107,0,14-08-2017,226,3,Necrophila,americana,F,0.9821,0.352,0.358,13.7
HUGH 73,0,12-06-2017,163,2,Necrophila,americana,F,0.9803,0.352,0.359,13.81
BRAC 81,0,19-06-2017,170,2,Necrophila,americana,F,0.9797,0.352,0.359,13.7
TURID 204,0,14-08-2017,226,3,Necrophila,americana,F,0.978,0.352,0.36,12.02
HUGH 79,0,22-06-2017,173,2,Necrophila,americana,F,0.9768,0.352,0.36,12.66
BONW 103,0,18-08-2017,230,3,Necrophila,americana,F,0.9846,0.356,0.362,13.39
CAPE 63,0,28-06-2017,179,2,Necrophila,americana,F,0.97661,0.354,0.362,12.89
HUGH 126,0,22-06-2017,173,2,Necrophila,americana,F,0.9732,0.353,0.363,12.65
HUGH 116,0,21-06-2017,172,2,Necrophila,americana,F,0.9723,0.353,0.363,12.17
MOOR 46,0,31-07-2017,212,3,Necrophila,americana,F,0.9805,0.356,0.363,13.27
PANG 108,0,20-06-2017,171,2,Necrophila,americana,F,0.9847,0.358,0.364,12.65
BONW 106,0,18-08-2017,230,3,Necrophila,americana,F,0.9755,0.355,0.364,11.89
CAPE 64,0,12-07-2017,193,2,Necrophila,americana,F,0.9768,0.356,0.364,14.07
MASS 3,0,07-08-2017,219,3,Necrophila,americana,F,0.9765,0.356,0.365,13.15
CAPE 100,0,08-08-2017,220,3,Necrophila,americana,F,0.9808,0.359,0.366,13.34
HUGH 79,0,10-08-2017,222,3,Necrophila,americana,F,0.9765,0.358,0.367,14.11
PANG 33,0,21-08-2017,233,3,Necrophila,americana,F,0.9819,0.36,0.367,13.74
PANG 24,0,22-08-2017,234,3,Necrophila,americana,F,0.9764,0.358,0.367,12.84
BONW 106,6,18-08-2017,230,3,Necrophila,americana,F,0.9776,0.359,0.367,13.07
HUGH 73,0,12-06-2017,163,2,Necrophila,americana,F,0.9803,0.36,0.367,13.74
BONW 101,0,14-08-2017,226,3,Necrophila,americana,F,0.9778,0.361,0.369,13.67
CAPE 47,0,17-08-2017,229,3,Necrophila,americana,F,0.9776,0.361,0.369,13.17
MASS 200,0,04-07-2017,185,2,Necrophila,americana,F,0.9799,0.363,0.37,12.96
MASS 141,0,07-08-2017,219,3,Necrophila,americana,F,0.977,0.362,0.371,13.23
BONW 94,0,18-08-2017,230,3,Necrophila,americana,F,0.9858,0.366,0.371,13.39
HUGH 126,6,10-08-2017,222,3,Necrophila,americana,F,0.9784,0.364,0.372,12.88
PANG 108,0,20-06-2017,171,2,Necrophila,americana,F,0.9847,0.368,0.374,12.35
MASS 15,0,07-08-2017,219,3,Necrophila,americana,F,0.9751,0.365,0.374,13.42
HUGH 73,0,12-06-2017,163,2,Necrophila,americana,F,0.9803,0.367,0.374,13.64
MASS 111,0,09-08-2017,221,3,Necrophila,americana,F,0.9846,0.369,0.375,13.03
HUGH 137,0,29-06-2017,180,2,Necrophila,americana,F,0.9769,0.367,0.376,12.6
HUGH 126,0,22-06-2017,173,2,Necrophila,americana,F,0.9732,0.366,0.376,13.51
CAPE 57,6,17-08-2017,229,3,Necrophila,americana,F,0.9746,0.368,0.378,13.53
MASS 15,0,16-09-2017,259,4,Necrophila,americana,F,0.9772,0.369,0.378,12.81
PANG 35,0,22-08-2017,234,3,Necrophila,americana,F,0.9795,0.37,0.378,12.71
MASS 3,6,07-08-2017,219,3,Necrophila,americana,F,0.9815,0.371,0.378,13.74
CAPE 55,6,17-08-2017,229,3,Necrophila,americana,F,0.9779,0.37,0.378,13.44
PANG 108,0,20-06-2017,171,2,Necrophila,americana,F,0.9847,0.374,0.38,13.1
CAPE 47,0,17-08-2017,229,3,Necrophila,americana,F,0.9776,0.372,0.381,12.25
PANG 114,0,11-08-2017,223,3,Necrophila,americana,F,0.9827,0.375,0.382,13.63
MASS 4,6,07-08-2017,219,3,Necrophila,americana,F,0.976,0.373,0.382,13.17
CAPE 53,6,08-08-2017,220,3,Necrophila,americana,F,0.9826,0.376,0.383,13.01
HUGH 19,0,26-06-2017,177,2,Necrophila,americana,F,0.9779,0.375,0.383,14.09
CAPE 60,0,08-08-2017,220,3,Necrophila,americana,F,0.9767,0.375,0.384,13.25
MASS 15,0,07-08-2017,219,3,Necrophila,americana,F,0.9751,0.376,0.386,13.61
MASS 111,0,09-08-2017,221,3,Necrophila,americana,F,0.9846,0.382,0.388,13.55
MASS 4,6,07-08-2017,219,3,Necrophila,americana,F,0.976,0.379,0.388,12.96
HUGH 137,0,29-06-2017,180,2,Necrophila,americana,F,0.9769,0.38,0.389,13.64
PANG 21,0,06-07-2017,187,2,Necrophila,americana,F,0.9796,0.386,0.394,13.51
BRAC 81,0,09-08-2017,221,3,Necrophila,americana,F,0.9777,0.386,0.395,13.79
HUGH 126,0,22-06-2017,173,2,Necrophila,americana,F,0.9732,0.385,0.396,13.29
MASS 141,0,07-08-2017,219,3,Necrophila,americana,F,0.977,0.389,0.398,13.68
BRAC 81,0,19-06-2017,170,2,Necrophila,americana,F,0.9797,0.392,0.4,13.08
HUGH 116,0,10-08-2017,222,3,Necrophila,americana,F,0.9802,0.396,0.404,12.82
BONW 94,0,06-07-2017,187,2,Necrophila,americana,F,0.975,0.395,0.405,13.54
MASS 15,0,07-08-2017,219,3,Necrophila,americana,F,0.9751,0.396,0.406,13.09
PANG 108,0,20-06-2017,171,2,Necrophila,americana,F,0.9847,0.401,0.407,12.48
MASS 141,0,07-08-2017,219,3,Necrophila,americana,F,0.977,0.398,0.407,13.17
MASS 3,0,23-06-2017,174,2,Necrophila,americana,F,0.9754,0.398,0.408,13.18
CAPE 53,6,08-08-2017,220,3,Necrophila,americana,F,0.9826,0.404,0.411,13.67
HUGH 116,6,10-08-2017,222,3,Necrophila,americana,F,0.9778,0.407,0.416,13.72
HUGH 116,6,10-08-2017,222,3,Necrophila,americana,F,0.9778,0.41,0.419,13.58
MASS 125,0,07-08-2017,219,3,Necrophila,americana,F,0.9744,0.41,0.421,13.69
HUGH 79,0,22-06-2017,173,2,Necrophila,americana,F,0.9768,0.414,0.424,13.08
BONW 89,0,14-08-2017,226,3,Necrophila,americana,F,0.9761,0.414,0.424,13.12
PANG 35,0,22-08-2017,234,3,Necrophila,americana,F,0.9795,0.417,0.426,12.49
PANG 108,0,20-06-2017,171,2,Necrophila,americana,F,0.9847,0.421,0.428,12.46
BONW 106,0,18-08-2017,230,3,Necrophila,americana,F,0.9755,0.419,0.43,14.37
PANG 29,0,22-08-2017,234,3,Necrophila,americana,F,0.9808,0.422,0.43,13.94
HUGH 126,0,22-06-2017,173,2,Necrophila,americana,F,0.9732,0.42,0.432,13.23
CAPE 100,6,08-08-2017,220,3,Necrophila,americana,F,0.9742,0.421,0.432,12.73
BONW 106,6,18-08-2017,230,3,Necrophila,americana,F,0.9776,0.426,0.436,14.4
PANG 108,0,20-06-2017,171,2,Necrophila,americana,F,0.9847,0.431,0.438,11.19
HUGH 126,6,10-08-2017,222,3,Necrophila,americana,F,0.9784,0.442,0.452,12.79
PANG 35,0,22-08-2017,234,3,Necrophila,americana,F,0.9766,0.448,0.459,14.09
MASS 3,6,07-08-2017,219,3,Necrophila,americana,F,0.9815,0.451,0.46,13.51
MASS 10,0,19-06-2017,170,2,Necrophila,americana,F,0.9747,0.45,0.462,14.18
HUGH 116,0,21-06-2017,172,2,Necrophila,americana,F,0.9723,0.451,0.464,13.49
PANG 23,0,29-06-2017,180,2,Necrophila,americana,F,0.9747,0.524,0.538,12.63
CAPE 53,6,08-08-2017,220,3,Necrophila,americana,F,0.9826,0.571,0.581,13.93
BRAC 84,0,02-05-2017,122,1,Necrophila,americana,M,0.9762,0.116,0.119,10.53
BONW 106,0,18-08-2017,230,3,Necrophila,americana,M,0.9755,0.118,0.121,11.18
HUGH 126,0,10-08-2017,222,3,Necrophila,americana,M,0.9767,0.126,0.129,10.75
PANG 108,0,11-08-2017,223,3,Necrophila,americana,M,0.9766,0.127,0.13,11.11
PANG 114,0,11-08-2017,223,3,Necrophila,americana,M,0.9827,0.128,0.13,10.84
TURID 204,0,14-08-2017,226,3,Necrophila,americana,M,0.978,0.129,0.132,9.93
MASS 203,0,23-08-2017,235,3,Necrophila,americana,M,0.98,0.13,0.133,10.9
BONW 94,0,18-08-2017,230,3,Necrophila,americana,M,0.9858,0.131,0.133,10.8
BONW 90,0,14-08-2017,226,3,Necrophila,americana,M,0.9776,0.131,0.134,10.01
CAPE 63,0,15-08-2017,227,3,Necrophila,americana,M,0.9846,0.132,0.134,10.76
CAPE 100,0,08-08-2017,220,3,Necrophila,americana,M,0.9809,0.132,0.135,10.86
TURID 204,0,14-08-2017,226,3,Necrophila,americana,M,0.9773,0.132,0.135,10.52
PANG 24,0,22-08-2017,234,3,Necrophila,americana,M,0.9764,0.132,0.135,11.03
TURID 204,0,14-08-2017,226,3,Necrophila,americana,M,0.978,0.133,0.136,9.76
QUBS 110,0,11-08-2017,223,3,Necrophila,americana,M,0.982,0.135,0.137,11.85
BONW 103,0,18-08-2017,230,3,Necrophila,americana,M,0.9849,0.136,0.138,11.1
HUGH 70,0,25-08-2017,237,3,Necrophila,americana,M,0.9748,0.135,0.138,10.54
PANG 114,0,11-08-2017,223,3,Necrophila,americana,M,0.9827,0.137,0.139,10.84
CAPE 49,0,15-08-2017,227,3,Necrophila,americana,M,0.9812,0.137,0.14,10.84
TURID 204,0,14-08-2017,226,3,Necrophila,americana,M,0.978,0.137,0.14,9.6
TURID 204,0,14-08-2017,226,3,Necrophila,americana,M,0.9773,0.137,0.14,10.16
BONW 96,0,04-08-2017,216,3,Necrophila,americana,M,0.9749,0.137,0.141,11.73
BRAC 81,0,09-08-2017,221,3,Necrophila,americana,M,0.9777,0.139,0.142,10.67
QUBS 110,0,11-08-2017,223,3,Necrophila,americana,M,0.9822,0.14,0.143,11
PANG 32,0,22-09-2017,265,4,Necrophila,americana,M,0.9742,0.14,0.144,10.77
TURID 204,0,14-08-2017,226,3,Necrophila,americana,M,0.978,0.142,0.145,10.29
BONW 90,0,14-08-2017,226,3,Necrophila,americana,M,0.9776,0.142,0.145,11.11
BONW 106,0,18-08-2017,230,3,Necrophila,americana,M,0.9755,0.142,0.146,10.55
BRAC 81,0,09-08-2017,221,3,Necrophila,americana,M,0.9772,0.143,0.146,10.83
PANG 24,0,22-08-2017,234,3,Necrophila,americana,M,0.9764,0.143,0.146,11.48
BONW 94,0,18-08-2017,230,3,Necrophila,americana,M,0.9858,0.145,0.147,10.29
BONW 101,0,14-08-2017,226,3,Necrophila,americana,M,0.9777,0.144,0.147,11.75
HUGH 79,0,10-08-2017,222,3,Necrophila,americana,M,0.9765,0.144,0.147,11.25
HUGH 131,0,25-08-2017,237,3,Necrophila,americana,M,0.9819,0.145,0.148,10.72
HUGH 73,0,12-06-2017,163,2,Necrophila,americana,M,0.9801,0.145,0.148,10.23
BONW 90,0,14-08-2017,226,3,Necrophila,americana,M,0.9776,0.146,0.149,11.11
BONW 89,0,14-08-2017,226,3,Necrophila,americana,M,0.9761,0.146,0.15,10.58
TURID 204,0,14-08-2017,226,3,Necrophila,americana,M,0.978,0.147,0.15,10.14
BONW 107,0,14-08-2017,226,3,Necrophila,americana,M,0.9821,0.148,0.151,11.26
TURID 204,0,14-08-2017,226,3,Necrophila,americana,M,0.978,0.148,0.151,9.71
PANG 41,0,12-08-2017,224,3,Necrophila,americana,M,0.9822,0.149,0.152,10.92
PANG 33,0,21-08-2017,233,3,Necrophila,americana,M,0.9819,0.149,0.152,11.24
HUGH 131,0,25-08-2017,237,3,Necrophila,americana,M,0.9819,0.149,0.152,11.67
PANG 29,0,22-08-2017,234,3,Necrophila,americana,M,0.9816,0.149,0.152,10.26
HUGH 73,0,12-06-2017,163,2,Necrophila,americana,M,0.9801,0.149,0.152,10.65
BONW 94,0,18-08-2017,230,3,Necrophila,americana,M,0.9858,0.15,0.152,10.7
BONW 89,0,14-08-2017,226,3,Necrophila,americana,M,0.9761,0.149,0.153,10.61
BONW 107,0,14-08-2017,226,3,Necrophila,americana,M,0.9821,0.15,0.153,11.3
BRAC 128,0,24-08-2017,236,3,Necrophila,americana,M,0.9754,0.149,0.153,10.62
CAPE 100,0,08-08-2017,220,3,Necrophila,americana,M,0.9809,0.15,0.153,11.76
PANG 114,6,11-08-2017,223,3,Necrophila,americana,M,0.9792,0.15,0.153,11.15
BONW 90,0,14-08-2017,226,3,Necrophila,americana,M,0.9776,0.15,0.153,11.14
BONW 90,0,14-08-2017,226,3,Necrophila,americana,M,0.9776,0.15,0.153,11.1
PANG 115,0,03-08-2017,215,3,Necrophila,americana,M,0.9751,0.15,0.154,9.48
PANG 29,0,22-08-2017,234,3,Necrophila,americana,M,0.9816,0.152,0.155,10.83
MASS 7,0,21-06-2017,172,2,Necrophila,americana,M,0.9787,0.152,0.155,9.96
BONW 103,0,18-08-2017,230,3,Necrophila,americana,M,0.9849,0.153,0.155,11.36
TURID 204,0,14-08-2017,226,3,Necrophila,americana,M,0.978,0.152,0.155,9.79
PANG 108,0,11-08-2017,223,3,Necrophila,americana,M,0.9766,0.152,0.156,11.04
QUBS 110,0,11-08-2017,223,3,Necrophila,americana,M,0.9822,0.153,0.156,11.24
MASS 141,0,23-06-2017,174,2,Necrophila,americana,M,0.9799,0.153,0.156,10.16
BRAC 122,0,24-08-2017,236,3,Necrophila,americana,M,0.9776,0.153,0.157,10.23
PANG 121,0,21-08-2017,233,3,Necrophila,americana,M,0.9772,0.153,0.157,11.08
PANG 114,0,11-08-2017,223,3,Necrophila,americana,M,0.9827,0.154,0.157,11
PANG 32,0,13-06-2017,164,2,Necrophila,americana,M,0.9813,0.154,0.157,11
BONW 94,0,18-08-2017,230,3,Necrophila,americana,M,0.9858,0.155,0.157,10.53
BONW 89,0,14-08-2017,226,3,Necrophila,americana,M,0.9761,0.154,0.158,10.26
QUBS 110,0,11-08-2017,223,3,Necrophila,americana,M,0.982,0.155,0.158,11.62
CAPE 100,0,08-08-2017,220,3,Necrophila,americana,M,0.9809,0.155,0.158,11.68
HUGH 73,0,12-06-2017,163,2,Necrophila,americana,M,0.9801,0.155,0.158,10.58
TURID 204,0,14-08-2017,226,3,Necrophila,americana,M,0.978,0.155,0.158,9.99
HUGH 131,0,25-08-2017,237,3,Necrophila,americana,M,0.9819,0.156,0.159,11.6
BONW 96,0,04-08-2017,216,3,Necrophila,americana,M,0.9744,0.155,0.159,11.48
HUGH 73,0,12-06-2017,163,2,Necrophila,americana,M,0.9801,0.156,0.159,11.42
BONW 89,0,14-08-2017,226,3,Necrophila,americana,M,0.9761,0.156,0.16,10.43
BONW 89,0,14-08-2017,226,3,Necrophila,americana,M,0.9761,0.156,0.16,10.11
MOOR 46,0,31-07-2017,212,3,Necrophila,americana,M,0.9805,0.157,0.16,10.93
MASS 124,0,16-08-2017,228,3,Necrophila,americana,M,0.98,0.157,0.16,11.06
TURID 204,0,14-08-2017,226,3,Necrophila,americana,M,0.978,0.157,0.161,10.08
BONW 90,0,14-08-2017,226,3,Necrophila,americana,M,0.9775,0.157,0.161,10.56
MASS 109,0,04-07-2017,185,2,Necrophila,americana,M,0.9772,0.157,0.161,11.09
PANG 121,0,21-08-2017,233,3,Necrophila,americana,M,0.9772,0.157,0.161,11.02
CAPE 56,0,15-06-2017,166,2,Necrophila,americana,M,0.9771,0.157,0.161,10.81
MASS 3,0,07-08-2017,219,3,Necrophila,americana,M,0.9765,0.157,0.161,11.54
MASS 203,0,04-07-2017,185,2,Necrophila,americana,M,0.9752,0.157,0.161,10.44
BONW 101,0,14-08-2017,226,3,Necrophila,americana,M,0.9777,0.158,0.162,10.71
BONW 129,0,16-06-2017,167,2,Necrophila,americana,M,0.9832,0.159,0.162,10.05
BONW 89,0,14-08-2017,226,3,Necrophila,americana,M,0.9761,0.158,0.162,10.38
PANG 115,0,03-08-2017,215,3,Necrophila,americana,M,0.9751,0.158,0.162,8.86
MASS 15,0,07-08-2017,219,3,Necrophila,americana,M,0.9751,0.158,0.162,11.49
TURID 204,0,30-06-2017,181,2,Necrophila,americana,M,0.979,0.159,0.162,10.43
BRAC 81,0,09-08-2017,221,3,Necrophila,americana,M,0.9772,0.159,0.163,10.41
PANG 33,0,21-08-2017,233,3,Necrophila,americana,M,0.9819,0.16,0.163,11.42
HUGH 116,0,10-08-2017,222,3,Necrophila,americana,M,0.9802,0.16,0.163,10.68
QUBS 42,0,20-08-2017,232,3,Necrophila,americana,M,0.9768,0.16,0.164,11.15
HUGH 73,0,12-06-2017,163,2,Necrophila,americana,M,0.9792,0.161,0.164,11.41
HUGH 73,0,12-06-2017,163,2,Necrophila,americana,M,0.9792,0.161,0.164,10.75
BRAC 81,0,19-06-2017,170,2,Necrophila,americana,M,0.979,0.161,0.164,10.54
TURID 204,0,14-08-2017,226,3,Necrophila,americana,M,0.978,0.161,0.165,10.45
BOST 16,0,11-06-2017,162,2,Necrophila,americana,M,0.9764,0.161,0.165,10.93
BONW 129,0,04-08-2017,216,3,Necrophila,americana,M,0.9819,0.162,0.165,11.23
BRAC 128,0,24-08-2017,236,3,Necrophila,americana,M,0.9754,0.161,0.165,11.16
BONW 199,0,04-08-2017,216,3,Necrophila,americana,M,0.9749,0.161,0.165,10.49
CAPE 100,0,08-08-2017,220,3,Necrophila,americana,M,0.9809,0.162,0.165,11
BONW 90,0,14-08-2017,226,3,Necrophila,americana,M,0.9776,0.162,0.166,11.03
BRAC 81,0,09-08-2017,221,3,Necrophila,americana,M,0.9772,0.162,0.166,11.68
QUBS 42,0,20-06-2017,171,2,Necrophila,americana,M,0.9768,0.162,0.166,10.89
HUGH 133,0,22-06-2017,173,2,Necrophila,americana,M,0.9767,0.162,0.166,11.86
BONW 103,0,18-08-2017,230,3,Necrophila,americana,M,0.9849,0.164,0.167,11.47
PANG 23,6,22-08-2017,234,3,Necrophila,americana,M,0.9779,0.163,0.167,11.56
BONW 90,0,14-08-2017,226,3,Necrophila,americana,M,0.9776,0.163,0.167,11.57
BRAC 122,0,24-08-2017,236,3,Necrophila,americana,M,0.9776,0.163,0.167,10
HUGH 133,0,10-08-2017,222,3,Necrophila,americana,M,0.9835,0.164,0.167,11.84
BONW 89,0,14-08-2017,226,3,Necrophila,americana,M,0.9761,0.163,0.167,10.46
QUBS 42,0,20-08-2017,232,3,Necrophila,americana,M,0.9768,0.164,0.168,11.34
BONW 94,0,18-08-2017,230,3,Necrophila,americana,M,0.9858,0.166,0.168,11.14
PANG 118,0,03-08-2017,215,3,Necrophila,americana,M,0.9796,0.165,0.168,10.35
PANG 23,0,20-08-2017,232,3,Necrophila,americana,M,0.9834,0.166,0.169,9.79
BRAC 84,6,09-08-2017,221,3,Necrophila,americana,M,0.9767,0.165,0.169,10.69
PANG 24,0,22-08-2017,234,3,Necrophila,americana,M,0.9764,0.165,0.169,11.63
PANG 104,0,13-06-2017,164,2,Necrophila,americana,M,0.9761,0.165,0.169,10.28
MASS 12,0,16-08-2017,228,3,Necrophila,americana,M,0.9755,0.165,0.169,11.49
BRAC 128,0,24-08-2017,236,3,Necrophila,americana,M,0.9754,0.165,0.169,9.62
BONW 92,0,18-08-2017,230,3,Necrophila,americana,M,0.9813,0.166,0.169,11.31
MOOR 46,0,31-07-2017,212,3,Necrophila,americana,M,0.9805,0.166,0.169,10.69
BRAC 81,0,19-06-2017,170,2,Necrophila,americana,M,0.979,0.166,0.17,10.59
CAPE 63,0,15-08-2017,227,3,Necrophila,americana,M,0.9846,0.167,0.17,11.52
MOOR 43,0,12-06-2017,163,2,Necrophila,americana,M,0.9785,0.166,0.17,11.35
MASS 202,0,18-05-2017,138,1,Necrophila,americana,M,0.9768,0.166,0.17,10.86
PANG 104,0,13-06-2017,164,2,Necrophila,americana,M,0.9761,0.166,0.17,10.9
CAPE 100,0,08-08-2017,220,3,Necrophila,americana,M,0.9809,0.167,0.17,12.45
MASS 7,0,02-08-2017,214,3,Necrophila,americana,M,0.975,0.166,0.17,11.73
CAPE 49,0,28-06-2017,179,2,Necrophila,americana,M,0.9739,0.166,0.17,10.38
TURID 204,0,14-08-2017,226,3,Necrophila,americana,M,0.978,0.167,0.171,10.87
TURID 204,0,14-08-2017,226,3,Necrophila,americana,M,0.978,0.167,0.171,10.39
BONW 101,0,14-08-2017,226,3,Necrophila,americana,M,0.9777,0.167,0.171,10.9
BONW 90,0,14-08-2017,226,3,Necrophila,americana,M,0.9776,0.167,0.171,11.46
QUBS 110,0,11-08-2017,223,3,Necrophila,americana,M,0.9822,0.168,0.171,10.59
BONW 89,0,14-08-2017,226,3,Necrophila,americana,M,0.9761,0.167,0.171,9.92
BRAC 128,0,24-08-2017,236,3,Necrophila,americana,M,0.9754,0.167,0.171,9.83
CAPE 51,0,17-08-2017,229,3,Necrophila,americana,M,0.9807,0.168,0.171,10.61
HUGH 116,0,10-08-2017,222,3,Necrophila,americana,M,0.9802,0.168,0.171,10.18
PANG 41,0,10-07-2017,191,2,Necrophila,americana,M,0.985,0.169,0.172,10.68
